,Budget_Year-Month,Finance_Minister,Sentance,Polarity,sentiment,Sector,Topic
653,2017-2018 Month-02,Arun Jaitley,xéç nöéêxéªéé xéªéé néè xéªééò àéæmé béöeu léä écãéä béäe iééòbéä iééä béöeu éévé béäe fæmé éäéxééò éébéäe éævéäéå ºéä vééä béeéªééò béeéãéä véxé béeéä ééò énãéxéé é½é éévé ééxéé æmé 144,0.0,Neutral,Others,custom
654,2017-2018 Month-02,Arun Jaitley,the net tax revenu 201314 was 1138,0.0,Neutral,Others,servic
655,2017-2018 Month-02,Arun Jaitley,this grew 201415 and 201516,0.0,Neutral,Others,servic
656,2017-2018 Month-02,Arun Jaitley,per the 201617 will end the with high growth for the second row,0.3818,Positive,Agriculture,servic
657,2017-2018 Month-02,Arun Jaitley,becaus the serious effort made the the growth advanc tax person incom tax the first three quarter the current 348,0.3182,Positive,Agriculture,tax
658,2017-2018 Month-02,Arun Jaitley,145,0.0,Neutral,Others,develop
659,2017-2018 Month-02,Arun Jaitley,madam the thrust tax this stimul growth relief middl class afford hous curb black money promot digit economi transpar polit fund and simplif tax administr,0.6908,Positive,Agriculture,servic
660,2017-2018 Month-02,Arun Jaitley,measur for promot afford hous and real estat 146,0.0,Neutral,Others,servic
661,2017-2018 Month-02,Arun Jaitley,last had announc scheme for profitlink incom tax exempt for promot afford hous scheme which has receiv veri good respon,0.5106,Positive,Others,servic
662,2017-2018 Month-02,Arun Jaitley,howev order make this scheme more attract certain chang the scheme,0.6335,Positive,Others,httpindiabudgetnicin
663,2017-2018 Month-02,Arun Jaitley,first all instead built area and sqmtr the carpet area and sqmtr,0.0,Neutral,Others,servic
664,2017-2018 Month-02,Arun Jaitley,will count,0.0,Neutral,Others,scheme
665,2017-2018 Month-02,Arun Jaitley,also the sqmtr,0.0,Neutral,Others,servic
666,2017-2018 Month-02,Arun Jaitley,limit will appli case municip limit metropolitan citi while for the rest the countri includ the periph area metro limit sqmtr,0.0,Neutral,Others,scheme
667,2017-2018 Month-02,Arun Jaitley,will appli,0.0,Neutral,Others,agricultur
668,2017-2018 Month-02,Arun Jaitley,order elig the scheme was complet after commenc,0.0,Neutral,Others,custom
669,2017-2018 Month-02,Arun Jaitley,extend this period,0.1779,Positive,Others,hous
670,2017-2018 Month-02,Arun Jaitley,147,0.0,Neutral,Others,bank
671,2017-2018 Month-02,Arun Jaitley,present the hous which are unoccupi after get complet certif are subject tax notion rental incom,0.0,Neutral,Others,servic
672,2017-2018 Month-02,Arun Jaitley,for builder for whom construct build are stockintrad appli this rule after one the end the which complet certif receiv that they get some breath time for liquid their inventori,0.0,Neutral,Others,servic
673,2017-2018 Month-02,Arun Jaitley,148,0.0,Neutral,Others,httpindiabudgetnicin
674,2017-2018 Month-02,Arun Jaitley,also make number chang the capit gain taxat provi respect land and build,0.7783,Positive,Others,servic
675,2017-2018 Month-02,Arun Jaitley,the hold period for consid gain from immov properti long term now,0.5267,Positive,Others,servic
676,2017-2018 Month-02,Arun Jaitley,this reduc,0.0,Neutral,Others,servic
677,2017-2018 Month-02,Arun Jaitley,also the base for index shift from 141981 142001 for all class asset includ immov properti,0.3612,Positive,Others,servic
678,2017-2018 Month-02,Arun Jaitley,this move will signif reduc the capit gain tax liabil while encourag the mobil asset,0.7096,Positive,Others,growth
679,2017-2018 Month-02,Arun Jaitley,also plan extend the basket instrument which the capit gain can invest without payment tax,0.6249,Positive,Others,hous
680,2017-2018 Month-02,Arun Jaitley,149,0.0,Neutral,Others,servic
681,2017-2018 Month-02,Arun Jaitley,for joint develop agreement sign for develop properti the liabil pay capit gain tax will ari the the project complet,0.7351,Positive,Others,tax
682,2017-2018 Month-02,Arun Jaitley,150,0.0,Neutral,Others,tax
683,2017-2018 Month-02,Arun Jaitley,the new capit for state andhra pradesh construct innov landpool mechan without use the land acquisit act,0.0,Neutral,Others,tax
684,2017-2018 Month-02,Arun Jaitley,exempt from capit gain tax person hold land 262014 the date which the state andhra pradesh was reorgani and whose land pool for creation capit citi under the scheme,0.7096,Positive,Others,growth
685,2017-2018 Month-02,Arun Jaitley,measur for stimul growth 151,0.3818,Positive,Agriculture,growth
686,2017-2018 Month-02,Arun Jaitley,concess withhold charg interest earn foreign entiti extern commerci borrow bond and secur,0.4588,Positive,Others,provid
687,2017-2018 Month-02,Arun Jaitley,this concess avail till 3062017,0.0,Neutral,Others,provid
688,2017-2018 Month-02,Arun Jaitley,extend 3062020,0.1779,Positive,Others,tax
689,2017-2018 Month-02,Arun Jaitley,this benefit also extend rupe denomin masala bond,0.5719,Positive,Others,bank
690,2017-2018 Month-02,Arun Jaitley,152,0.0,Neutral,Others,agricultur
691,2017-2018 Month-02,Arun Jaitley,the gave incom tax exempt startup with certain condit last,0.3612,Positive,Others,provid
692,2017-2018 Month-02,Arun Jaitley,for the purpo carri forward loss respect such startup the condit continu hold vote right has been relax subject the condit that the hold the origin promoterpromot continu,0.5719,Positive,Others,agricultur
693,2017-2018 Month-02,Arun Jaitley,also the profit link deduct avail the startup for out chang out,0.4404,Positive,Others,provid
694,2017-2018 Month-02,Arun Jaitley,153,0.0,Neutral,Others,tax
695,2017-2018 Month-02,Arun Jaitley,minimum altern tax present levi advanc tax,0.0,Neutral,Others,tax
696,2017-2018 Month-02,Arun Jaitley,there strong demand for abolit mat,0.4215,Positive,Others,hous
697,2017-2018 Month-02,Arun Jaitley,although the plan for phase out exempt will kick from 142017 the full benefit revenu out phaseout will avail after when all those who are alreadi avail exempt present complet their period avail,0.5859,Positive,Others,invest
698,2017-2018 Month-02,Arun Jaitley,therefor not practic remov reduc mat present,0.0,Neutral,Others,growth
699,2017-2018 Month-02,Arun Jaitley,howev order allow compani use mat credit futur allow carri forward mat upto period instead present,0.6597,Positive,Others,growth
700,2017-2018 Month-02,Arun Jaitley,154,0.0,Neutral,Others,growth
701,2017-2018 Month-02,Arun Jaitley,2015 had announc that would bring the corpor incom tax down gradual,0.0,Neutral,Others,growth
702,2017-2018 Month-02,Arun Jaitley,2016 had announc reduct case those compani whose turnov less than,0.0,Neutral,Others,agricultur
703,2017-2018 Month-02,Arun Jaitley,the same had also announc that new manufactur compani who not avail ani exempt would charg incom tax,-0.0762,Negative,Others,servic
704,2017-2018 Month-02,Arun Jaitley,155,0.0,Neutral,Others,growth
705,2017-2018 Month-02,Arun Jaitley,medium and small enterpri occupi bulk econom activ and are also instrument provid maximum employ peopl,0.0,Neutral,Others,growth
706,2017-2018 Month-02,Arun Jaitley,howev sinc they not get mani exempt they end pay more tax compar larg compani,-0.1769,Negative,Others,provid
707,2017-2018 Month-02,Arun Jaitley,per data 201516 285 compani make profit less than pay effect tax 3026 while 298 compani make profit abov 500 pay effect tax 2590,0.6764,Positive,Others,provid
708,2017-2018 Month-02,Arun Jaitley,156,0.0,Neutral,Others,growth
709,2017-2018 Month-02,Arun Jaitley,order make msme compani more viabl and also encourag firm migrat compani format reduc the incom tax for smaller compani with annual turnov upto,0.0,Neutral,Others,growth
710,2017-2018 Month-02,Arun Jaitley,per data assess 201516 there are 694 compani file return which 667 compani fall this categori and therefor percentagewi compani will get this benefit lower taxat,0.3182,Positive,Others,growth
711,2017-2018 Month-02,Arun Jaitley,this will make our msme more competit compar larg compani,0.0,Neutral,Others,growth
712,2017-2018 Month-02,Arun Jaitley,the revenu forgon for this measur expect 7200 per annum,0.0,Neutral,Others,invest
713,2017-2018 Month-02,Arun Jaitley,157,0.0,Neutral,Others,httpindiabudgetnicin
714,2017-2018 Month-02,Arun Jaitley,order give boost bank increa allow provi for nonperform asset from,0.7269,Positive,Others,agricultur
715,2017-2018 Month-02,Arun Jaitley,this will reduc the tax liabil bank,0.0,Neutral,Others,provid
716,2017-2018 Month-02,Arun Jaitley,also tax interest receiv actual receipt instead accrual basi respect npa account all non schedul cooper bank also par with schedul bank,0.7269,Positive,Others,growth
717,2017-2018 Month-02,Arun Jaitley,this will remov hardship have pay tax even when interest incom not reali,0.0772,Positive,Others,develop
718,2017-2018 Month-02,Arun Jaitley,158,0.0,Neutral,Others,growth
719,2017-2018 Month-02,Arun Jaitley,consid the wide rang use lng fuel well feed stock for petrochem reduc the basic custom lng from,0.2732,Positive,Others,growth
720,2017-2018 Month-02,Arun Jaitley,159,0.0,Neutral,Others,develop
721,2017-2018 Month-02,Arun Jaitley,order incentivi domest valu addit and promot make make chang custom central exci respect certain item which are given the annex iii this speech,0.6369,Positive,Others,develop
722,2017-2018 Month-02,Arun Jaitley,some these are also for address inver,0.0,Neutral,Others,growth
723,2017-2018 Month-02,Arun Jaitley,promot digit economi 160,0.0,Neutral,Others,provid
724,2017-2018 Month-02,Arun Jaitley,there scheme presumpt incom tax for small and medium tax payer whose turnov upto,0.0,Neutral,Others,provid
725,2017-2018 Month-02,Arun Jaitley,present their turnov count presumpt incom,0.0,Neutral,Others,bank
726,2017-2018 Month-02,Arun Jaitley,make this respect turnov which receiv noncash mean,0.4767,Positive,Others,bank
727,2017-2018 Month-02,Arun Jaitley,this benefit will applic for transact undertaken the current also,0.4588,Positive,Others,develop
728,2017-2018 Month-02,Arun Jaitley,161,0.0,Neutral,Others,tax
729,2017-2018 Month-02,Arun Jaitley,limit the cash expenditur allow deduct both for revenu well capit expenditur 10000,0.4588,Positive,Others,growth
730,2017-2018 Month-02,Arun Jaitley,similar the limit cash donat which can receiv charit trust reduc from 10000 2000,0.5106,Positive,Others,hous
731,2017-2018 Month-02,Arun Jaitley,162,0.0,Neutral,Others,bank
732,2017-2018 Month-02,Arun Jaitley,the special investig team sit set the for black money has suggest that transact abov should permit cash,0.4019,Positive,Others,develop
733,2017-2018 Month-02,Arun Jaitley,the has decid accept this,0.3818,Positive,Others,growth
734,2017-2018 Month-02,Arun Jaitley,suitabl amend the incometax act the bill for enforc this deci,0.0,Neutral,Others,provid
735,2017-2018 Month-02,Arun Jaitley,163,0.0,Neutral,Others,set
736,2017-2018 Month-02,Arun Jaitley,promot cashless transact exempt bcd excisecv and sad miniaturi pos card reader for mpos micro atm standard version 151 finger print readersscann and iri scanner,-0.4019,Negative,Others,growth
737,2017-2018 Month-02,Arun Jaitley,simultan also exempt part and compon for manufactur such devic encourag domest manufactur these devic,0.1027,Positive,Others,growth
738,2017-2018 Month-02,Arun Jaitley,transpar elector fund 164,0.0,Neutral,Others,provid
739,2017-2018 Month-02,Arun Jaitley,the world largest democraci,0.0,Neutral,Others,scheme
740,2017-2018 Month-02,Arun Jaitley,polit parti are essenti ingredi multiparti parliamentari democraci,0.0,Neutral,Others,growth
741,2017-2018 Month-02,Arun Jaitley,even after independ the countri has not been abl evolv transpar method fund polit parti which vital the system free and fair elect,0.7783,Positive,Others,httpindiabudgetnicin
742,2017-2018 Month-02,Arun Jaitley,attempt was made the past amend the provi the repr peopl act the compani act and the incom tax act incentivi donat individu partnership firm huf and compani polit parti,0.0,Neutral,Others,hous
743,2017-2018 Month-02,Arun Jaitley,both the donor and the done were grant exempt from payment tax the account were transpar maintain and return were file with the compet author,0.4404,Positive,Others,growth
744,2017-2018 Month-02,Arun Jaitley,addit list donor who contribut more than 20000 ani parti cash chequ requir maintain,0.0,Neutral,Others,servic
745,2017-2018 Month-02,Arun Jaitley,the situat has margin improv sinc these provi were brought into forc,0.0,Neutral,Others,growth
746,2017-2018 Month-02,Arun Jaitley,polit parti continu receiv most their fund through anonym donat which are shown cash,0.0,Neutral,Others,growth
747,2017-2018 Month-02,Arun Jaitley,165,0.0,Neutral,Others,growth
748,2017-2018 Month-02,Arun Jaitley,effort therefor requir made clean the system polit fund,0.4019,Positive,Others,growth
749,2017-2018 Month-02,Arun Jaitley,donor have also express reluct donat chequ other transpar method would disclo their ident and entail adver consequ,0.0,Neutral,Others,growth
750,2017-2018 Month-02,Arun Jaitley,therefor the follow scheme effort clean the system fund polit parti accord with the suggest made the elect commiss the maximum amount cash donat that polit parti can receiv will 2000 from one person,0.4019,Positive,Others,growth
751,2017-2018 Month-02,Arun Jaitley,polit parti will entitl receiv donat chequ digit mode from their donor,0.0,Neutral,Others,agricultur
752,2017-2018 Month-02,Arun Jaitley,addit step amend the reserv bank act enabl the issuanc elector bond accord with scheme that the would frame this regard,0.0,Neutral,Others,agricultur
753,2017-2018 Month-02,Arun Jaitley,under this scheme donor could purcha bond from authori bank against chequ and digit payment,0.0,Neutral,Others,develop
754,2017-2018 Month-02,Arun Jaitley,they shall redeem the design account regist polit parti,0.0,Neutral,Others,agricultur
755,2017-2018 Month-02,Arun Jaitley,these bond will redeem within the prescrib time limit from issuanc bond,0.0,Neutral,Others,agricultur
756,2017-2018 Month-02,Arun Jaitley,everi polit parti would have file return within the time prescrib accord with the provi the incometax act,0.0,Neutral,Others,provid
757,2017-2018 Month-02,Arun Jaitley,needless say that the exist exempt the polit parti from payment incometax would avail subject the fulfil these condit,0.1027,Positive,Others,growth
758,2017-2018 Month-02,Arun Jaitley,this reform will bring about greater transpar and account polit fund while prevent futur generat black money,0.3818,Positive,Others,develop
759,2017-2018 Month-02,Arun Jaitley,busi 166,0.0,Neutral,Others,develop
760,2017-2018 Month-02,Arun Jaitley,antiavoid measur the provi domest transfer price respect relat entiti was brought the act 2012,0.4767,Positive,Others,growth
761,2017-2018 Month-02,Arun Jaitley,sinc then the number entiti cover under domest price has gone substanti necessit longer scrutini which caus hardship domest compani,-0.25,Negative,Others,provid
762,2017-2018 Month-02,Arun Jaitley,order reduc the complianc burden due domest transfer price provi restrict the scope domest transfer price one the entiti involv relat parti transact enjoy specifi profitlink deduct,-0.3182,Negative,Others,develop
763,2017-2018 Month-02,Arun Jaitley,167,0.0,Neutral,Others,growth
764,2017-2018 Month-02,Arun Jaitley,increa the threshold limit for audit busi entiti who opt for presumpt incom scheme from,0.0,Neutral,Others,httpindiabudgetnicin
765,2017-2018 Month-02,Arun Jaitley,similar the threshold for mainten book for individu and huf increa from turnov incom from,0.0,Neutral,Others,provid
766,2017-2018 Month-02,Arun Jaitley,168,0.0,Neutral,Others,provid
767,2017-2018 Month-02,Arun Jaitley,2012 incometax act was amend provid for taxat those transact transfer share interest foreign entiti deriv valu substanti from indian asset,0.7717,Positive,Others,servic
768,2017-2018 Month-02,Arun Jaitley,apprehen have been rai about some difficulti which ari becaus this provi case transfer stake investor indiaba fund locat abroad but invest indiaba compani,0.0,Neutral,Others,growth
769,2017-2018 Month-02,Arun Jaitley,169,0.0,Neutral,Others,growth
770,2017-2018 Month-02,Arun Jaitley,order remov this difficulti exempt foreign portfolio investor fpi categori from indirect transfer provi,0.1027,Positive,Others,growth
771,2017-2018 Month-02,Arun Jaitley,also issu clarif that indirect transfer provi shall not appli case redempt share interest outsid result ari out redempt sale invest which chargeabl tax,0.6369,Positive,Others,provid
772,2017-2018 Month-02,Arun Jaitley,170,0.0,Neutral,Others,growth
773,2017-2018 Month-02,Arun Jaitley,today tds deduct from commiss payabl individu insur agent even the incom some them may below taxabl limit,0.0,Neutral,Others,growth
774,2017-2018 Month-02,Arun Jaitley,exempt them from the requir tds subject their file selfdeclar that their incom below taxabl limit,0.1027,Positive,Others,custom
775,2017-2018 Month-02,Arun Jaitley,171,0.0,Neutral,Others,custom
776,2017-2018 Month-02,Arun Jaitley,last had announc new scheme for presumpt taxat for profess with receipt upto,0.0,Neutral,Others,provid
777,2017-2018 Month-02,Arun Jaitley,respect such assess they are given further benefit term pay advanc tax one instal instead four,0.6908,Positive,Others,provid
778,2017-2018 Month-02,Arun Jaitley,172,0.0,Neutral,Others,custom
779,2017-2018 Month-02,Arun Jaitley,order allow the peopl claim the refund exp the time period for revi tax return reduc month from complet par with the time period for file return,0.2263,Positive,Others,provid
780,2017-2018 Month-02,Arun Jaitley,also the time for complet scrutini assess compress further from month month for assess 201819 and further month for assess 201920 and thereaft,0.0,Neutral,Others,hous
781,2017-2018 Month-02,Arun Jaitley,person incometax 173,0.0,Neutral,Others,bank
782,2017-2018 Month-02,Arun Jaitley,while the tri bring within taxnet more peopl who are evad tax the present burden taxat main honest tax payer and salari employ who are show their incom correct,0.1027,Positive,Others,tax
783,2017-2018 Month-02,Arun Jaitley,therefor postdemoneti there legitim expect this class peopl reduc their burden taxat,-0.4404,Negative,Others,tax
784,2017-2018 Month-02,Arun Jaitley,also argument made that nomin taxat kept for lower slab mani more peopl will prefer come within the tax net,-0.5719,Negative,Others,growth
785,2017-2018 Month-02,Arun Jaitley,174,0.0,Neutral,Others,tax
786,2017-2018 Month-02,Arun Jaitley,therefor reduc the exist taxat for individu assess between incom from the present,0.0,Neutral,Others,provid
787,2017-2018 Month-02,Arun Jaitley,this would reduc the tax liabil all person below incom either zero with rebat their exist liabil,0.0,Neutral,Others,provid
788,2017-2018 Month-02,Arun Jaitley,order not have duplic benefit the exist benefit rebat avail the same group beneficiari reduc 2500 avail assess upto incom,-0.6072,Negative,Agriculture,custom
789,2017-2018 Month-02,Arun Jaitley,the combin effect both these measur will mean that there would zero tax liabil for peopl get incom upto,0.0,Neutral,Others,provid
790,2017-2018 Month-02,Arun Jaitley,and the tax liabil will 2500 for peopl with incom between and,0.0,Neutral,Others,develop
791,2017-2018 Month-02,Arun Jaitley,the limit under section 80c for invest use fulli the tax would zero for peopl with incom,0.0,Neutral,Others,custom
792,2017-2018 Month-02,Arun Jaitley,while the taxat liabil peopl with incom upto reduc half all the other categori tax payer the subsequ slab will also get uniform benefit 12500 per person,0.4588,Positive,Others,scheme
793,2017-2018 Month-02,Arun Jaitley,the total amount tax foregon account this measur 15500,0.0,Neutral,Others,invest
794,2017-2018 Month-02,Arun Jaitley,175,0.0,Neutral,Others,growth
795,2017-2018 Month-02,Arun Jaitley,order make good some this revenu loss account this relief levi surcharg tax payabl categori individu whose annual taxabl incom between and,0.5719,Positive,Others,tax
796,2017-2018 Month-02,Arun Jaitley,the exist surcharg tax peopl earn more than will continu,0.0,Neutral,Others,provid
797,2017-2018 Month-02,Arun Jaitley,this like give addit revenu 2700,0.3612,Positive,Others,set
798,2017-2018 Month-02,Arun Jaitley,176,0.0,Neutral,Others,provid
799,2017-2018 Month-02,Arun Jaitley,order expand tax net also plan have simpl onepag form file incom tax return for the categori individu have taxabl incom upto other than busi incom,0.3182,Positive,Others,provid
800,2017-2018 Month-02,Arun Jaitley,also person this categori who file incom tax return for the first time would not subject ani scrutini the first unless there specif inform avail with the depart regard his high valu transact,0.0,Neutral,Others,servic
801,2017-2018 Month-02,Arun Jaitley,appeal all citizen contribut build make small payment tax their incom fall the lowest slab,-0.3818,Negative,Others,provid
802,2017-2018 Month-02,Arun Jaitley,177,0.0,Neutral,Others,servic
803,2017-2018 Month-02,Arun Jaitley,some other import for amend tax law which are not cover speech are given annex iii this speech,0.0,Neutral,Others,set
804,2017-2018 Month-02,Arun Jaitley,good and servic tax 178,0.4404,Positive,Others,provid
805,2017-2018 Month-02,Arun Jaitley,there has been substanti progress toward usher gst far the biggest tax reform sinc independ,0.4215,Positive,Others,provid
806,2017-2018 Month-02,Arun Jaitley,sinc the enact the constitut one hundr and first amend act 2016 the preparatori work for this pathbreak reform has been top prioriti for the,0.2023,Positive,Others,provid
807,2017-2018 Month-02,Arun Jaitley,this context sever team offic both from the state and central board exci and custom have been work tireless give finish touch the model gst law and rule and other detail,0.0,Neutral,Others,provid
808,2017-2018 Month-02,Arun Jaitley,part has prompt given effect various provi the constitut amend act includ constitut the gst council,0.0,Neutral,Others,provid
809,2017-2018 Month-02,Arun Jaitley,sinc then the gst council held meet discuss various issu relat gst includ broad contour the gst structur threshold exempt and paramet for composit scheme detail for compen state due implement gst examin draft model gst law draft igst law and the compen law and administr mechan for gst,0.1027,Positive,Others,provid
810,2017-2018 Month-02,Arun Jaitley,privileg inform this august hous that the gst council has finali recommend almost all the issu base consensus and after spirit debat and discuss,0.4939,Positive,Others,growth
811,2017-2018 Month-02,Arun Jaitley,the prepar system for gst also schedul,0.0,Neutral,Others,provid
812,2017-2018 Month-02,Arun Jaitley,the exten reachout effort trade and industri for gst will start from 1st april 2017 make them awar the new taxat system,0.0,Neutral,Others,growth
813,2017-2018 Month-02,Arun Jaitley,179,0.0,Neutral,Others,provid
814,2017-2018 Month-02,Arun Jaitley,centr through the central board exci custom shall continu strive achiev the goal implement gst per schedul without compromi the spirit cooper feder,-0.1326,Negative,Others,httpindiabudgetnicin
815,2017-2018 Month-02,Arun Jaitley,implement gst like bring more tax both central and state becaus widen tax net,0.3612,Positive,Others,provid
816,2017-2018 Month-02,Arun Jaitley,have prefer not make mani chang current regim exci servic tax becaus the same are replac gst soon,0.0,Neutral,Others,growth
817,2017-2018 Month-02,Arun Jaitley,rapid 180,0.0,Neutral,Others,bank
818,2017-2018 Month-02,Arun Jaitley,the annual conclav tax offic call rajaswa gyan sangam held june 2016 the prime minist had express his desir bring reform tax administr the form approach rapid which stand for revenu account probiti inform and digiti,0.0,Neutral,Others,provid
819,2017-2018 Month-02,Arun Jaitley,this approach preci reflect the strategi tax depart which now formul,0.0,Neutral,Others,bank
820,2017-2018 Month-02,Arun Jaitley,while revenu consid alway remain the focus revenu depart are tri bring maximum use inform technolog remov human contact with assess well plug tax avoid,-0.0258,Neutral,Others,bank
821,2017-2018 Month-02,Arun Jaitley,will tri maximi our effort for eassess the come,0.0,Neutral,Others,provid
822,2017-2018 Month-02,Arun Jaitley,are also use lot data mine capabl both inhous and outsourc,0.0,Neutral,Others,provid
823,2017-2018 Month-02,Arun Jaitley,plan enforc greater account offic tax depart for specif act commiss and omiss,0.3612,Positive,Others,provid
824,2017-2018 Month-02,Arun Jaitley,would like assur everyon that honest taxcompli person would treat with digniti and courtesi,0.8176,Positive,Others,provid
825,2017-2018 Month-02,Arun Jaitley,181,0.0,Neutral,Others,invest
826,2017-2018 Month-02,Arun Jaitley,madam direct tax for exempt etc,0.1027,Positive,Others,provid
827,2017-2018 Month-02,Arun Jaitley,would result revenu loss 22700 but after count for revenu gain 2700 for addit resourc mobili the net revenu loss direct tax would come 20000,0.25,Positive,Others,scheme
828,2017-2018 Month-02,Arun Jaitley,there signif loss gain indirect tax,0.2732,Positive,Others,invest
829,2017-2018 Month-02,Arun Jaitley,conclus 182,-0.5994,Negative,Others,growth
830,2017-2018 Month-02,Arun Jaitley,madam have outlin the under our overarch agenda transform energi and clean,0.4019,Positive,Others,invest
831,2017-2018 Month-02,Arun Jaitley,our emphasi will now implement all these for the benefit the farmer the poor and the underprivileg section our societi,-0.0258,Neutral,Others,fund
832,2017-2018 Month-02,Arun Jaitley,183,0.0,Neutral,Others,invest
833,2017-2018 Month-02,Arun Jaitley,madam said when aim right when goal sight the wind favour and fli,0.4404,Positive,Others,fund
834,2017-2018 Month-02,Arun Jaitley,there other day which more appropri for this than today,0.0,Neutral,Others,invest
835,2017-2018 Month-02,Arun Jaitley,184,0.0,Neutral,Others,invest
836,2017-2018 Month-02,Arun Jaitley,with these word madam commend the the hous,0.4404,Positive,Others,invest
837,2017-2018 Month-02,Arun Jaitley,annex part other measur the,0.0,Neutral,Others,provid
838,2017-2018 Month-02,Arun Jaitley,the commod and secur deriv market will further integr integr the particip broker and oper framework,0.0,Neutral,Others,httpindiabudgetnicin
840,2017-2018 Month-02,Arun Jaitley,the process registr market intermediari like mutual fund broker portfolio manag etc,0.3612,Positive,Others,provid
841,2017-2018 Month-02,Arun Jaitley,will made fulli onlin sebi,0.0,Neutral,Others,bank
842,2017-2018 Month-02,Arun Jaitley,this will improv busi,0.0,Neutral,Others,bank
844,2017-2018 Month-02,Arun Jaitley,common applic form for registr open bank and demat account and issu pan will introduc for foreign portfolio investor fpis,0.0,Neutral,Others,bank
845,2017-2018 Month-02,Arun Jaitley,sebi rbi and cbdt will joint put place the necessari system and procedur,0.0,Neutral,Others,custom
846,2017-2018 Month-02,Arun Jaitley,this will great enhanc oper flexibl and access indian capit market,0.6249,Positive,Others,bank
848,2017-2018 Month-02,Arun Jaitley,step will taken for link individu demat account with aadhar,0.0,Neutral,Others,bank
850,2017-2018 Month-02,Arun Jaitley,present institut such bank and insur compani are categori qualifi institut buyer qib sebi,0.0,Neutral,Others,bank
851,2017-2018 Month-02,Arun Jaitley,they are elig for particip ipo with specif earmark alloc,0.0,Neutral,Others,bank
852,2017-2018 Month-02,Arun Jaitley,now allow system import nbfcs regul rbi and abov certain net worth categori qib,0.5994,Positive,Others,provid
853,2017-2018 Month-02,Arun Jaitley,this will strengthen the ipo market and channel more invest,0.3182,Positive,Others,bank
855,2017-2018 Month-02,Arun Jaitley,list and trade secur receipt issu secur compani reconstruct compani under the sarfaesi act will permit sebi regist stock exchang,0.0,Neutral,Others,fund
856,2017-2018 Month-02,Arun Jaitley,this will enhanc capit flow the secur industri and will particular help deal with bank npas,0.4019,Positive,Others,fund
857,2017-2018 Month-02,Arun Jaitley,annex iia part alloc import ministri and vulner section rupe,0.0,Neutral,Others,fund
859,2017-2018 Month-02,Arun Jaitley,name the ministri 20162017 20162017 20172018 ministri agricultur and farmer welfar 44485 48072 51026 ministri develop north eastern region 2430 2524 2682 ministri drink water and sanit 14010 16512 20011 ministri health and famili welfar 38206 39688 48853 ministri hous and urban poverti allevi 5411 5285 6406 ministri human resourc develop 72394 73599 79686 ministri micro small and medium enterpri 3465 5463 6482 ministri minor affair 3827 3827 4195 ministri new and renew energi 5036 4360 5473 ministri railway 45000 46155 55000 ministri road transport and highway 57976 52447 64900 ministri rural develop 87765 97760 107758 ministri skill develop and entrepreneurship 1804 2173 3016 ministri social justic and empow 7350 7353 7763 ministri tribal affair 4827 4827 5329 ministri urban develop 24523 32550 34212 ministri water resourc river develop and ganga rejuven 6201 4756 6887 ministri women and child develop 17408 17640 22095 alloc for welfar other vulner group women children and north eastern region descript the alloc 20162017 20162017 20172018 alloc for the welfar schedul tribe across all ministri 24005 25602 31920 alloc for the welfar schedul cast across all ministri 38833 40920 52393 iii alloc for the welfar other vulner group 1873 1892 1976 alloc for north eastern region across all ministri 29125 32180 43245 alloc under various scheme for the welfar women across all ministri 90770 96332 113327 alloc under various scheme for the welfar children across all ministri 65758 66249 71305 total rupe,0.0,Neutral,Agriculture,provid
860,2017-2018 Month-02,Arun Jaitley,20162017 20162017 20172018 agricultur and alli 48572 52821 58663 rural develop 102543 114947 128560 infrastructur 348952 358634 396135 which transport 216268 216903 241387 social 168100 176225 195473 educ and health 112138 114806 130215 social with welfar orient 55962 61419 65258 employ generat skill and livelihood 12141 14870 17273 scientif ministri 33467 34359 37435 sourc expenditur profil and expenditur 201718 annex iib part alloc for import scheme rupe,0.2023,Positive,Others,develop
861,2017-2018 Month-02,Arun Jaitley,name scheme 20162017 20162017 20172018 mahatma gandhi rural employ guarant programm 38500 47499 48000 pradhan mantri awa yojna 20075 20936 29043 rural drink water mission 5000 6000 6050 social assist progamm 9500 9500 9500 pradhan mantri gram sadak yojna 19000 19000 19000 educ mission includ sarva shiksha abhiyan 28330 28251 29556 programm midday meal school 9700 9700 10000 integr child develop servic 16260 16580 20755 health mission 20762 22598 27131 swachh bharat mission 11300 12800 16248 livelihood mission ajeevika 3325 3334 4849 urban rejuven mission amrut smart citi mission 7296 9559 9000 green revolut 12560 10360 13741 white revolut 1138 1312 1634 blue revolut 247 392 401 pradhan mantri krishi sinchai yojana pmksi aggreg across three ministri 5767 5189 7377 mission for empow and protect for women 907 821 1089 environ forestri and wildlif 850 819 962 employ generat programm other than mgnreg includ kaushal vika yojana atuf mudra yojana pmegp and aspir 8133 10682 11640 pradhan mantri fasal bima yojana 5500 13240 9000 annex iib part alloc for import scheme rupe,0.7269,Positive,Others,develop
